,Actual Label,Prev Pseudo Label,Curr Pseudo Labels,Refined Pseudo Labels
553,8.0,30,30,30
554,8.0,8,8,8
555,8.0,16,16,16
556,8.0,8,8,8
557,8.0,8,8,8
558,8.0,8,8,8
559,8.0,16,0,16
560,8.0,24,24,24
561,8.0,35,35,35
562,9.0,9,9,9
563,9.0,9,9,9
564,9.0,9,9,9
565,9.0,9,9,9
566,9.0,9,9,9
567,9.0,9,9,9
568,9.0,9,9,9
569,9.0,9,9,9
570,9.0,28,28,28
571,9.0,9,9,9
572,9.0,9,9,9
573,9.0,9,9,9
574,9.0,9,9,9
575,9.0,9,9,9
576,9.0,9,9,9
577,9.0,9,9,9
578,9.0,9,9,9
579,9.0,9,9,9
580,9.0,9,9,9
581,9.0,9,9,9
582,9.0,9,9,9
583,9.0,9,9,9
584,9.0,9,9,9
585,9.0,28,28,28
586,9.0,9,9,9
587,9.0,9,9,9
588,9.0,9,9,9
589,9.0,9,9,9
590,9.0,9,9,9
591,9.0,9,9,9
592,9.0,9,9,9
593,9.0,9,9,9
594,9.0,9,9,9
595,9.0,9,9,9
596,9.0,9,9,9
597,9.0,9,9,9
598,9.0,9,9,9
599,9.0,9,9,9
600,9.0,9,9,9
601,9.0,9,9,9
602,9.0,9,9,9
603,9.0,9,9,9
604,9.0,9,9,9
605,9.0,9,9,9
606,9.0,9,9,9
607,9.0,9,9,9
608,9.0,9,9,9
609,9.0,9,9,9
610,9.0,9,9,9
611,9.0,9,9,9
612,9.0,9,9,9
613,9.0,9,9,9
614,9.0,9,9,9
615,9.0,9,9,9
616,9.0,9,9,9
617,9.0,9,9,9
618,9.0,9,9,9
619,9.0,28,28,28
620,9.0,9,9,9
621,9.0,9,9,9
622,9.0,4,4,4
623,9.0,9,9,9
624,9.0,9,9,9
625,9.0,9,9,9
626,9.0,9,9,9
627,9.0,9,9,9
628,9.0,9,9,9
629,9.0,9,9,9
630,9.0,9,9,9
631,9.0,9,9,9
632,9.0,9,9,9
633,9.0,9,9,9
634,9.0,9,9,9
635,9.0,9,9,9
636,9.0,9,9,9
637,9.0,49,49,49
638,9.0,9,9,9
639,9.0,4,4,4
640,9.0,9,9,9
641,9.0,9,9,9
642,9.0,12,12,12
643,9.0,9,9,9
644,9.0,54,28,28
645,9.0,9,9,9
646,9.0,9,9,9
647,9.0,9,9,9
648,9.0,4,4,4
649,9.0,9,9,9
650,9.0,9,9,9
651,9.0,9,9,9
652,9.0,9,9,9
653,9.0,9,9,9
654,9.0,9,9,9
655,9.0,9,9,9
656,9.0,9,9,9
657,9.0,9,9,9
658,9.0,49,49,49
659,9.0,9,9,9
660,9.0,9,9,9
661,10.0,10,10,10
662,10.0,10,10,10
663,10.0,10,10,10
664,10.0,10,10,10
665,10.0,10,10,10
666,10.0,10,10,10
667,10.0,10,10,10
668,10.0,10,10,10
669,10.0,10,10,10
670,10.0,10,10,10
671,10.0,10,10,10
672,10.0,10,10,10
673,10.0,10,10,10
674,10.0,10,10,10
675,10.0,10,10,10
676,10.0,25,25,25
677,10.0,10,10,10
678,10.0,10,10,10
679,10.0,10,10,10
680,10.0,10,10,10
681,10.0,10,10,10
682,10.0,10,10,10
683,10.0,10,10,10
684,10.0,10,10,10
685,10.0,32,32,32
686,10.0,10,10,10
687,10.0,10,10,10
688,10.0,10,10,10
689,10.0,10,10,10
690,10.0,10,10,10
691,10.0,10,10,10
692,10.0,10,10,10
693,10.0,10,10,10
694,10.0,10,10,10
695,10.0,10,10,10
696,10.0,10,10,10
697,10.0,10,10,10
698,10.0,10,10,10
699,10.0,10,10,10
700,10.0,47,47,47
701,11.0,8,8,8
702,11.0,1,1,1
703,11.0,3,3,3
704,11.0,20,31,20
705,11.0,50,50,50
706,11.0,63,63,63
707,11.0,56,56,56
708,11.0,46,46,46
709,11.0,63,63,63
710,11.0,16,16,16
711,11.0,11,11,11
712,11.0,11,11,11
713,11.0,11,11,11
714,11.0,11,11,11
715,11.0,11,11,11
716,11.0,32,32,32
717,11.0,11,43,43
718,11.0,11,11,11
719,11.0,11,11,11
720,11.0,8,8,8
721,11.0,31,31,31
722,11.0,1,1,1
723,11.0,62,62,62
724,11.0,11,11,11
725,11.0,1,1,1
726,11.0,63,63,63
727,11.0,56,56,56
728,11.0,1,1,1
729,11.0,1,1,1
730,11.0,31,31,31
731,11.0,47,47,47
732,11.0,11,11,11
733,11.0,11,20,11
734,11.0,54,54,54
735,11.0,31,31,31
736,11.0,1,1,1
737,11.0,1,1,1
738,11.0,1,1,1
739,11.0,11,11,11
740,11.0,1,1,1
741,11.0,43,43,43
742,11.0,11,11,11
743,11.0,28,28,28
744,11.0,63,63,63
745,11.0,1,1,1
746,11.0,63,63,63
747,11.0,8,8,8
748,11.0,20,31,20
749,11.0,31,31,31
750,11.0,11,11,11
751,11.0,31,31,31
752,11.0,11,11,11
753,11.0,1,1,1
754,11.0,32,32,32
755,11.0,28,28,28
756,11.0,54,54,54
757,11.0,28,28,28
758,11.0,11,11,11
759,11.0,28,28,28
760,11.0,54,31,31
761,11.0,1,1,1
762,11.0,1,1,1
763,11.0,20,20,20
764,11.0,44,44,44
765,11.0,33,33,33
766,11.0,28,28,28
767,11.0,63,63,63
768,11.0,37,37,37
769,11.0,59,59,59
770,11.0,43,43,43
771,11.0,28,28,28
772,11.0,3,3,3
773,11.0,1,1,1
774,11.0,63,63,63
775,11.0,11,11,11
776,11.0,11,11,11
777,11.0,3,3,3
778,11.0,59,21,21
779,11.0,40,40,40
780,11.0,8,8,8
781,11.0,47,47,47
782,11.0,47,47,47
783,11.0,43,43,43
784,11.0,8,8,8
785,11.0,32,32,32
786,11.0,44,44,44
787,11.0,1,1,1
788,11.0,11,11,11
789,11.0,62,28,28
790,11.0,47,47,47
791,11.0,56,56,56
792,11.0,1,1,1
793,11.0,8,8,8
794,11.0,13,13,13
795,11.0,26,26,26
796,11.0,1,1,1
797,11.0,1,1,42
798,11.0,3,3,3
799,11.0,11,11,11
800,12.0,12,12,12
801,12.0,12,12,12
802,12.0,12,12,12
803,12.0,12,12,12
804,12.0,4,4,4
805,12.0,12,12,12
806,12.0,12,12,12
807,12.0,12,12,12
808,12.0,12,12,12
809,12.0,12,12,12
810,12.0,12,12,12
811,12.0,12,12,12
812,12.0,12,12,12
813,12.0,12,12,12
814,12.0,4,4,4
815,12.0,12,12,12
816,12.0,4,4,4
817,12.0,4,4,4
818,12.0,12,12,12
819,12.0,12,12,12
820,12.0,12,12,12
821,12.0,12,12,12
822,12.0,12,12,12
823,12.0,12,12,12
824,12.0,12,12,12
825,12.0,12,12,12
826,12.0,12,12,12
827,12.0,12,12,12
828,12.0,12,12,12
829,12.0,12,12,12
830,12.0,9,9,9
831,12.0,12,12,12
832,12.0,12,12,12
833,12.0,4,4,4
834,12.0,12,12,12
835,12.0,44,44,44
836,12.0,12,12,12
837,12.0,12,12,12
838,12.0,12,12,12
839,12.0,12,12,12
840,12.0,49,49,49
841,12.0,12,12,12
842,12.0,9,9,9
843,12.0,12,12,12
844,12.0,9,9,9
845,12.0,12,12,12
846,12.0,12,12,12
847,12.0,9,9,9
848,12.0,43,43,43
849,12.0,12,12,12
850,12.0,12,12,12
851,12.0,12,12,12
852,12.0,12,12,12
853,12.0,12,12,12
854,12.0,4,4,4
855,12.0,12,12,12
856,12.0,1,1,1
857,12.0,4,4,4
858,12.0,12,12,12
859,12.0,12,12,12
860,12.0,12,12,12
861,12.0,12,12,12
862,12.0,12,12,12
863,12.0,31,31,31
864,12.0,12,12,12
865,12.0,12,12,12
866,12.0,9,9,9
867,12.0,12,12,12
868,12.0,12,12,12
869,12.0,12,12,12
870,12.0,4,4,4
871,12.0,12,12,12
872,12.0,12,12,12
873,12.0,12,12,12
874,12.0,12,12,12
875,12.0,12,12,12
876,12.0,12,12,12
877,12.0,12,12,12
878,12.0,12,12,12
879,12.0,12,12,12
880,12.0,12,12,12
881,12.0,12,12,12
882,12.0,12,12,12
883,12.0,12,12,12
884,12.0,12,12,12
885,12.0,4,4,4
886,12.0,12,12,12
887,12.0,4,4,4
888,12.0,28,28,28
889,12.0,12,12,12
890,12.0,9,9,9
891,12.0,12,12,12
892,12.0,9,9,9
893,12.0,6,12,6
894,12.0,12,12,12
895,12.0,12,12,12
896,12.0,12,12,12
897,12.0,4,4,4
898,12.0,12,12,12
899,13.0,13,13,13
900,13.0,13,13,13
901,13.0,13,13,13
902,13.0,13,13,13
903,13.0,3,3,3
904,13.0,3,3,3
905,13.0,13,13,13
906,13.0,3,3,3
907,13.0,13,13,13
908,13.0,13,13,13
909,13.0,13,13,13
910,13.0,13,13,13
911,13.0,13,13,13
912,13.0,13,13,13
913,13.0,13,13,13
914,13.0,13,13,13
915,13.0,13,13,13
916,13.0,3,3,3
917,13.0,13,13,13
918,13.0,13,13,13
919,13.0,3,3,3
920,13.0,55,35,55
921,13.0,13,13,13
922,13.0,13,13,13
923,13.0,13,13,13
924,13.0,13,13,13
925,13.0,3,3,3
926,13.0,13,13,13
927,13.0,13,13,13
928,13.0,13,13,13
929,13.0,13,13,13
930,13.0,13,13,13
931,13.0,13,13,13
932,13.0,13,13,13
933,13.0,13,13,13
934,13.0,13,13,13
935,13.0,13,13,13
936,13.0,13,13,13
937,13.0,13,13,13
938,13.0,3,3,3
939,14.0,45,45,45
940,14.0,45,45,45
941,14.0,45,45,45
942,14.0,57,57,57
943,14.0,45,45,45
944,14.0,6,6,6
945,14.0,27,27,27
946,14.0,45,45,45
947,14.0,45,45,45
948,14.0,35,35,35
949,14.0,35,35,35
950,14.0,61,61,61
951,14.0,45,45,45
952,14.0,45,45,45
953,14.0,1,1,1
954,14.0,45,45,45
955,14.0,27,27,27
956,14.0,45,45,45
957,14.0,64,64,64
958,14.0,45,27,27
959,14.0,45,45,45
960,14.0,45,45,45
961,14.0,45,45,45
962,14.0,45,45,45
963,14.0,32,32,32
964,14.0,45,53,45
965,14.0,45,45,45
966,14.0,27,27,27
967,14.0,45,45,45
968,14.0,50,50,50
969,14.0,27,27,27
970,14.0,27,27,27
971,14.0,51,51,51
972,14.0,27,27,27
973,14.0,32,32,32
974,14.0,32,32,32
975,14.0,45,45,45
976,14.0,45,45,45
977,14.0,45,45,45
978,14.0,45,45,45
979,14.0,45,45,45
980,14.0,45,45,45
981,14.0,2,2,2
982,14.0,45,45,45
983,14.0,41,41,41
984,14.0,45,45,45
985,14.0,45,45,45
986,14.0,42,42,42
987,14.0,35,35,35
988,14.0,57,57,57
989,14.0,45,45,45
990,14.0,27,27,27
991,14.0,45,45,45
992,14.0,45,45,45
993,14.0,45,45,45
994,14.0,58,58,58
995,14.0,57,57,57
996,14.0,45,45,45
997,14.0,32,32,32
998,14.0,13,13,13
999,14.0,36,36,36
1000,14.0,61,61,61
1001,14.0,45,45,45
1002,14.0,45,45,45
1003,14.0,11,54,11
1004,14.0,27,27,27
1005,14.0,45,45,45
1006,14.0,45,45,45
1007,14.0,27,27,27
1008,14.0,26,26,26
1009,14.0,45,45,45
1010,14.0,45,45,45
1011,14.0,45,45,45
1012,14.0,41,41,41
1013,14.0,41,41,41
1014,14.0,47,47,47
1015,14.0,45,45,45
1016,14.0,26,26,26
1017,14.0,45,45,45
1018,14.0,45,45,45
1019,14.0,27,27,27
1020,14.0,45,45,45
1021,14.0,58,58,58
1022,14.0,45,45,45
1023,14.0,45,45,45
1024,14.0,45,45,45
1025,14.0,6,6,6
1026,14.0,17,6,17
1027,14.0,53,53,53
1028,14.0,45,45,45
1029,14.0,27,27,27
1030,14.0,20,20,20
1031,14.0,51,51,51
1032,14.0,41,41,41
1033,14.0,27,27,27
1034,14.0,53,61,53
1035,14.0,27,27,27
1036,14.0,6,6,6
1037,14.0,45,45,45
1038,15.0,15,15,15
1039,15.0,20,20,20
1040,15.0,15,15,15
1041,15.0,47,47,47
1042,15.0,18,18,18
1043,15.0,15,18,15
1044,15.0,1,1,1
1045,15.0,47,47,47
1046,15.0,25,25,25
1047,15.0,15,15,15
1048,15.0,15,15,15
1049,15.0,15,15,15
1050,15.0,18,18,18
1051,15.0,15,15,15
1052,15.0,15,15,15
1053,15.0,62,62,62
1054,15.0,47,47,47
1055,15.0,60,60,60
1056,15.0,51,51,51
1057,15.0,15,15,15
1058,15.0,32,32,32
1059,15.0,1,1,1
1060,15.0,20,20,20
1061,15.0,18,18,18
1062,15.0,60,60,60
1063,15.0,15,15,15
1064,15.0,33,33,33
1065,15.0,15,15,15
1066,15.0,60,60,60
1067,15.0,60,60,60
1068,15.0,15,15,15
1069,15.0,47,47,47
1070,15.0,47,47,47
1071,15.0,62,62,62
1072,15.0,15,15,15
1073,15.0,33,33,33
1074,15.0,15,15,15
1075,15.0,32,32,32
1076,15.0,18,18,18
1077,15.0,1,1,1
1078,15.0,33,33,33
1079,15.0,15,15,15
1080,15.0,33,33,33
1081,15.0,47,47,47
1082,15.0,15,18,15
1083,15.0,60,60,60
1084,15.0,12,12,12
1085,15.0,15,15,15
1086,15.0,16,16,16
1087,15.0,47,47,47
1088,15.0,47,47,47
1089,15.0,47,47,47
1090,15.0,15,15,15
1091,15.0,15,15,15
1092,15.0,32,32,32
1093,15.0,15,15,15
1094,15.0,15,15,15
1095,15.0,15,15,15
1096,15.0,60,60,60
1097,15.0,15,15,15
1098,15.0,60,60,47
1099,15.0,15,15,15
1100,15.0,15,15,15
1101,15.0,60,60,60
1102,15.0,15,15,15
1103,15.0,25,25,25
1104,15.0,60,60,60
1105,15.0,15,15,15
1106,15.0,15,47,47
1107,15.0,15,15,15
1108,15.0,15,15,15
1109,15.0,15,15,15
1110,15.0,15,15,15
1111,15.0,15,15,15
1112,15.0,37,37,37
1113,15.0,47,47,47
1114,15.0,15,60,60
1115,15.0,15,15,15
1116,15.0,15,15,15
1117,15.0,15,15,15
1118,15.0,60,60,60
1119,15.0,15,15,15
1120,15.0,15,15,15
1121,15.0,32,32,32
1122,15.0,15,15,15
1123,15.0,47,47,47
1124,15.0,15,15,15
1125,15.0,15,15,15
1126,15.0,60,60,60
1127,15.0,15,15,15
1128,15.0,15,15,15
1129,15.0,16,16,16
1130,15.0,15,15,15
1131,15.0,15,18,15
1132,15.0,44,44,44
1133,15.0,51,51,51
1134,15.0,1,1,1
1135,15.0,15,15,15
1136,16.0,16,16,16
1137,16.0,16,16,16
1138,16.0,16,16,16
1139,16.0,16,16,16
1140,16.0,16,16,16
1141,16.0,16,16,16
1142,16.0,16,16,16
1143,16.0,16,16,16
1144,16.0,16,16,16
1145,16.0,35,35,35
1146,16.0,16,16,16
1147,16.0,58,58,58
1148,16.0,58,58,58
1149,16.0,16,16,16
1150,16.0,16,16,16
1151,16.0,16,16,16
1152,16.0,16,16,16
1153,16.0,16,16,16
1154,16.0,16,16,16
1155,16.0,16,16,16
1156,16.0,16,16,16
1157,16.0,34,0,34
1158,16.0,51,51,51
1159,16.0,61,61,61
1160,16.0,16,16,16
1161,16.0,41,41,41
1162,16.0,51,51,51
1163,16.0,16,16,16
1164,16.0,55,55,55
1165,16.0,16,16,16
1166,16.0,16,16,16
1167,16.0,34,0,34
1168,16.0,16,16,16
1169,16.0,61,61,61
1170,16.0,16,16,16
1171,16.0,16,16,16
1172,16.0,16,16,16
1173,16.0,16,16,16
1174,16.0,61,61,61
1175,16.0,16,16,16
1176,16.0,16,16,16
1177,16.0,16,16,16
1178,16.0,16,16,16
1179,16.0,47,47,47
1180,16.0,17,17,17
1181,16.0,16,16,16
1182,16.0,16,16,16
1183,16.0,35,35,35
1184,16.0,41,41,41
1185,16.0,16,16,16
1186,16.0,41,41,41
1187,16.0,34,34,34
1188,16.0,34,0,0
1189,16.0,16,16,16
1190,16.0,0,0,0
1191,16.0,16,16,16
1192,16.0,45,45,45
1193,16.0,16,16,16
1194,16.0,16,16,16
1195,16.0,16,16,16
1196,16.0,16,16,16
1197,16.0,58,58,58
1198,16.0,16,16,16
1199,16.0,16,16,16
1200,16.0,61,55,61
1201,16.0,17,29,17
1202,16.0,55,55,55
1203,16.0,51,51,51
1204,16.0,16,16,16
1205,16.0,16,16,16
1206,16.0,52,52,58
1207,16.0,52,52,52
1208,16.0,16,16,16
1209,16.0,16,16,16
1210,16.0,16,16,16
1211,16.0,16,16,16
1212,16.0,16,16,16
1213,16.0,16,16,16
1214,16.0,16,16,16
1215,16.0,16,16,16
1216,16.0,16,16,16
1217,16.0,27,27,27
1218,16.0,16,16,16
1219,16.0,16,16,16
1220,16.0,16,16,16
1221,16.0,16,16,16
1222,16.0,3,3,3
1223,16.0,16,16,16
1224,16.0,16,16,16
1225,16.0,16,16,16
1226,16.0,17,17,17
1227,16.0,34,34,34
1228,16.0,16,16,16
1229,16.0,16,16,16
1230,16.0,3,3,3
1231,16.0,16,16,16
1232,16.0,45,45,45
1233,16.0,16,16,16
1234,16.0,16,16,16
1235,17.0,52,52,52
1236,17.0,52,52,52
1237,17.0,58,58,58
1238,17.0,52,52,52
1239,17.0,17,17,17
1240,17.0,2,2,2
1241,17.0,52,52,52
1242,17.0,16,16,16
1243,17.0,55,55,55
1244,17.0,17,17,17
1245,17.0,17,17,17
1246,17.0,29,29,29
1247,17.0,52,52,52
1248,17.0,7,7,7
1249,17.0,52,52,52
1250,17.0,52,52,52
1251,17.0,17,17,17
1252,17.0,29,29,29
1253,17.0,52,52,52
1254,17.0,52,52,52
1255,17.0,41,41,41
1256,17.0,58,58,58
1257,17.0,52,52,52
1258,17.0,52,52,52
1259,17.0,55,55,55
1260,17.0,52,52,52
1261,17.0,16,16,16
1262,17.0,17,17,17
1263,17.0,17,17,17
1264,17.0,52,52,52
1265,17.0,52,52,52
1266,17.0,52,52,52
1267,17.0,55,55,55
1268,17.0,52,52,52
1269,17.0,52,52,52
1270,17.0,17,17,17
1271,17.0,45,45,45
1272,17.0,32,12,32
1273,17.0,52,52,52
1274,18.0,47,47,47
1275,18.0,18,18,18
1276,18.0,32,32,32
1277,18.0,18,18,18
1278,18.0,18,18,18
1279,18.0,18,18,18
1280,18.0,18,18,18
1281,18.0,32,32,32
1282,18.0,18,18,18
1283,18.0,15,15,15
1284,18.0,18,18,18
1285,18.0,18,18,18
1286,18.0,15,15,15
1287,18.0,18,18,18
1288,18.0,15,18,15
1289,18.0,18,18,18
1290,18.0,18,18,18
1291,18.0,18,18,18
1292,18.0,20,31,31
1293,18.0,18,18,18
1294,18.0,15,15,15
1295,18.0,18,18,18
1296,18.0,18,18,18
1297,18.0,18,18,18
1298,18.0,18,18,18
1299,18.0,18,18,18
1300,18.0,18,18,18
1301,18.0,18,18,18
1302,18.0,18,18,18
1303,18.0,18,18,18
1304,18.0,18,18,18
1305,18.0,20,20,20
1306,18.0,18,18,18
1307,18.0,43,43,43
1308,18.0,18,18,18
1309,18.0,18,18,18
1310,18.0,18,18,18
1311,18.0,18,18,18
1312,18.0,18,18,18
1313,18.0,18,18,18
1314,18.0,18,18,18
1315,18.0,18,18,18
1316,18.0,18,18,18
1317,18.0,32,32,32
1318,18.0,11,13,11
1319,18.0,18,18,18
1320,18.0,18,18,18
1321,18.0,18,18,18
1322,18.0,18,18,18
1323,18.0,18,18,18
1324,18.0,18,18,18
1325,18.0,18,18,18
1326,18.0,18,18,18
1327,18.0,18,18,18
1328,18.0,6,12,12
1329,18.0,18,18,18
1330,18.0,47,47,47
1331,18.0,25,25,25
1332,18.0,18,18,18
1333,18.0,6,6,6
1334,18.0,18,18,18
1335,18.0,18,18,18
1336,18.0,18,18,18
1337,18.0,18,18,18
1338,19.0,19,19,19
1339,19.0,19,19,19
1340,19.0,19,19,19
1341,19.0,19,19,19
1342,19.0,19,19,19
1343,19.0,19,19,19
1344,19.0,19,19,19
1345,19.0,19,19,19
1346,19.0,19,19,19
1347,19.0,19,19,19
1348,19.0,1,1,1
1349,19.0,1,1,1
1350,19.0,19,19,19
1351,19.0,19,19,19
1352,19.0,19,19,19
1353,19.0,19,19,19
1354,19.0,1,1,1
1355,19.0,19,19,19
1356,19.0,35,35,35
1357,19.0,19,19,19
1358,19.0,19,19,19
1359,19.0,19,19,19
1360,19.0,19,19,19
1361,19.0,19,19,19
1362,19.0,19,19,19
1363,19.0,19,19,19
1364,19.0,55,55,55
1365,19.0,19,19,19
1366,19.0,19,19,19
1367,19.0,19,19,19
1368,19.0,19,19,19
1369,19.0,19,19,19
1370,19.0,19,19,19
1371,19.0,19,19,19
1372,19.0,19,19,19
1373,19.0,19,19,19
1374,19.0,19,19,19
1375,19.0,19,19,19
1376,19.0,19,19,19
1377,19.0,19,19,19
1378,19.0,19,19,19
1379,19.0,19,19,19
1380,19.0,19,19,19
1381,19.0,19,19,19
1382,19.0,19,19,19
1383,19.0,19,19,19
1384,19.0,13,50,50
1385,19.0,19,19,19
1386,19.0,19,19,19
1387,19.0,19,19,19
1388,19.0,16,16,16
1389,19.0,19,19,19
1390,19.0,19,19,19
1391,19.0,19,19,19
1392,19.0,33,33,33
1393,19.0,19,19,19
1394,19.0,19,19,19
1395,19.0,19,19,19
1396,19.0,19,19,19
1397,19.0,19,19,19
1398,19.0,19,19,19
1399,19.0,19,19,19
1400,19.0,19,19,19
1401,19.0,19,19,19
1402,19.0,19,19,19
1403,19.0,19,19,19
1404,19.0,19,19,19
1405,19.0,19,19,19
1406,19.0,19,19,19
1407,19.0,19,19,19
1408,19.0,19,19,19
1409,19.0,19,19,19
1410,19.0,19,19,19
1411,19.0,19,19,19
1412,19.0,19,19,19
1413,19.0,19,19,19
1414,19.0,19,19,19
1415,19.0,19,19,19
1416,19.0,19,19,19
1417,19.0,19,19,19
1418,19.0,19,19,19
1419,19.0,12,12,12
1420,19.0,19,19,19
1421,19.0,19,19,19
1422,19.0,7,7,7
1423,19.0,19,19,19
1424,19.0,19,19,19
1425,19.0,19,19,19
1426,19.0,19,19,19
1427,19.0,19,19,19
1428,19.0,19,19,19
1429,19.0,19,19,19
1430,19.0,19,19,19
1431,19.0,19,19,19
1432,19.0,19,19,19
1433,19.0,19,19,19
1434,19.0,19,19,19
1435,19.0,19,19,19
1436,19.0,19,19,19
1437,20.0,3,3,3
1438,20.0,41,41,41
1439,20.0,1,1,1
1440,20.0,20,20,20
1441,20.0,20,20,20
1442,20.0,48,48,48
1443,20.0,31,31,31
1444,20.0,1,1,1
1445,20.0,31,31,31
1446,20.0,31,31,31
1447,20.0,31,31,31
1448,20.0,54,31,31
1449,20.0,20,20,20
1450,20.0,20,31,31
1451,20.0,31,31,31
1452,20.0,23,60,60
1453,20.0,20,1,1
1454,20.0,31,31,31
1455,20.0,45,45,45
1456,20.0,20,20,20
1457,20.0,31,31,31
1458,20.0,31,31,31
1459,20.0,11,11,11
1460,20.0,34,34,34
1461,20.0,63,54,63
1462,20.0,44,20,20
1463,20.0,50,50,50
1464,20.0,48,48,48
1465,20.0,11,11,11
1466,20.0,32,20,32
1467,20.0,31,31,31
1468,20.0,39,39,39
1469,20.0,3,3,3
1470,20.0,31,31,31
1471,20.0,20,20,29
1472,20.0,35,35,35
1473,20.0,56,56,56
1474,20.0,31,31,31
1475,20.0,31,31,31
1476,20.0,31,31,31
1477,20.0,35,35,35
1478,21.0,21,21,21
1479,21.0,21,21,21
1480,21.0,21,21,21
1481,21.0,21,21,21
1482,21.0,21,21,21
1483,21.0,53,53,53
1484,21.0,21,21,21
1485,21.0,46,46,42
1486,21.0,40,40,40
1487,21.0,21,21,21
1488,21.0,21,21,21
1489,21.0,21,21,21
1490,21.0,21,21,21
1491,21.0,21,21,21
1492,21.0,21,21,21
1493,21.0,21,21,21
1494,21.0,21,21,21
1495,21.0,21,21,21
1496,21.0,40,40,40
1497,21.0,21,21,21
1498,21.0,21,21,21
1499,21.0,21,21,21
1500,21.0,56,56,56
1501,21.0,21,21,21
1502,21.0,21,21,21
1503,21.0,21,21,21
1504,21.0,21,21,21
1505,21.0,21,21,21
1506,21.0,21,21,21
1507,21.0,21,21,21
1508,21.0,46,46,46
1509,21.0,21,21,21
1510,21.0,10,21,21
1511,21.0,21,21,21
1512,21.0,59,59,59
1513,21.0,21,21,21
1514,21.0,1,1,1
1515,21.0,21,21,21
1516,21.0,21,21,21
1517,21.0,21,21,21
1518,21.0,21,21,21
1519,21.0,21,21,21
1520,21.0,46,46,46
1521,21.0,21,21,21
1522,21.0,21,21,21
1523,21.0,21,21,21
1524,21.0,21,21,21
1525,21.0,21,21,21
1526,21.0,21,21,21
1527,21.0,21,21,21
1528,21.0,53,53,53
1529,21.0,21,21,21
1530,21.0,21,21,21
1531,21.0,46,46,46
1532,21.0,21,21,21
1533,21.0,21,21,21
1534,21.0,21,21,21
1535,21.0,21,21,21
1536,21.0,46,46,46
1537,21.0,25,25,25
1538,21.0,21,21,21
1539,21.0,21,21,21
1540,21.0,21,21,21
1541,21.0,21,21,21
1542,21.0,21,21,21
1543,21.0,32,32,32
1544,21.0,21,21,21
1545,21.0,21,21,21
1546,21.0,46,46,46
1547,21.0,21,21,21
1548,21.0,21,21,21
1549,21.0,21,21,21
1550,21.0,10,10,10
1551,21.0,10,21,10
1552,21.0,21,21,21
1553,21.0,21,21,21
1554,21.0,38,38,38
1555,21.0,21,21,21
1556,21.0,21,21,21
1557,21.0,3,3,3
1558,21.0,21,21,21
1559,21.0,21,21,21
1560,21.0,21,21,21
1561,21.0,21,21,21
1562,21.0,21,21,21
1563,21.0,21,21,21
1564,21.0,51,51,51
1565,21.0,21,21,21
1566,21.0,21,21,21
1567,21.0,21,21,21
1568,21.0,21,21,21
1569,21.0,21,21,21
1570,21.0,21,21,21
1571,21.0,61,61,61
1572,21.0,21,21,21
1573,21.0,21,21,21
1574,21.0,21,21,21
1575,21.0,21,21,21
1576,21.0,1,1,1
1577,22.0,44,44,44
1578,22.0,44,44,44
1579,22.0,47,47,47
1580,22.0,42,22,42
1581,22.0,44,22,44
1582,22.0,44,22,44
1583,22.0,44,44,44
1584,22.0,44,44,44
1585,22.0,44,44,44
1586,22.0,38,22,38
1587,22.0,44,44,44
1588,22.0,44,22,44
1589,22.0,44,44,44
1590,22.0,38,55,16
1591,22.0,44,44,44
1592,22.0,44,44,44
1593,22.0,44,44,44
1594,22.0,44,44,44
1595,22.0,44,44,44
1596,22.0,44,44,44
1597,22.0,44,22,44
1598,22.0,44,44,44
1599,22.0,25,22,25
1600,22.0,36,22,36
1601,22.0,44,44,44
1602,22.0,43,22,43
1603,22.0,44,44,44
1604,22.0,44,44,44
1605,22.0,44,22,44
1606,22.0,44,44,44
1607,22.0,44,44,44
1608,22.0,44,44,44
1609,22.0,44,22,44
1610,22.0,44,44,44
1611,22.0,25,25,25
1612,22.0,44,22,44
1613,22.0,44,44,44
1614,22.0,3,3,3
1615,22.0,44,44,44
1616,22.0,40,40,40
1617,23.0,23,23,23
1618,23.0,51,51,51
1619,23.0,51,51,51
1620,23.0,51,51,51
1621,23.0,47,47,47
1622,23.0,51,51,51
1623,23.0,29,29,29
1624,23.0,47,47,47
1625,23.0,33,33,33
1626,23.0,32,32,32
1627,23.0,53,53,53
1628,23.0,51,51,51
1629,23.0,51,51,51
1630,23.0,23,23,23
1631,23.0,51,51,51
1632,23.0,51,51,51
1633,23.0,52,52,52
1634,23.0,51,51,51
1635,23.0,3,3,3
1636,23.0,51,51,51
1637,23.0,51,51,51
1638,23.0,51,51,51
1639,23.0,53,53,53
1640,23.0,51,51,51
1641,23.0,0,0,0
1642,23.0,34,34,23
1643,23.0,51,51,51
1644,23.0,51,51,51
1645,23.0,0,0,0
1646,23.0,52,52,52
1647,23.0,51,51,51
1648,23.0,51,51,51
1649,23.0,23,23,23
1650,23.0,47,47,47
1651,23.0,2,2,2
1652,23.0,51,51,51
1653,23.0,10,10,10
1654,23.0,51,51,51
1655,23.0,51,51,51
1656,23.0,51,51,51
1657,23.0,8,8,8
1658,24.0,24,24,24
1659,24.0,49,49,49
1660,24.0,49,49,49
